response,age,income,response_pt_2,age_range,tokens
Less spending. Canceled vacation. Going out to eat less. More stress on every day life.,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Less spending. Canceled vacation. Going out to eat less. More stress on every day life. ,65+,canceled
Less spending. Canceled vacation. Going out to eat less. More stress on every day life.,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Less spending. Canceled vacation. Going out to eat less. More stress on every day life. ,65+,vacation
Less spending. Canceled vacation. Going out to eat less. More stress on every day life.,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Less spending. Canceled vacation. Going out to eat less. More stress on every day life. ,65+,going
Less spending. Canceled vacation. Going out to eat less. More stress on every day life.,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Less spending. Canceled vacation. Going out to eat less. More stress on every day life. ,65+,eat
Less spending. Canceled vacation. Going out to eat less. More stress on every day life.,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Less spending. Canceled vacation. Going out to eat less. More stress on every day life. ,65+,stress
Less spending. Canceled vacation. Going out to eat less. More stress on every day life.,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Less spending. Canceled vacation. Going out to eat less. More stress on every day life. ,65+,day
Less spending. Canceled vacation. Going out to eat less. More stress on every day life.,72.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  Less spending. Canceled vacation. Going out to eat less. More stress on every day life. ,65+,life
It m.h ade it harder to be able to eat right,61.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It m.h ade it harder to be able to eat right,55-64,m.h
It m.h ade it harder to be able to eat right,61.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It m.h ade it harder to be able to eat right,55-64,ade
It m.h ade it harder to be able to eat right,61.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It m.h ade it harder to be able to eat right,55-64,harder
It m.h ade it harder to be able to eat right,61.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It m.h ade it harder to be able to eat right,55-64,able
It m.h ade it harder to be able to eat right,61.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It m.h ade it harder to be able to eat right,55-64,eat
It m.h ade it harder to be able to eat right,61.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  It m.h ade it harder to be able to eat right,55-64,right
I have a significant loss in income,40.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I have a significant loss in income,35-44,significant
I have a significant loss in income,40.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I have a significant loss in income,35-44,loss
I have a significant loss in income,40.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  I have a significant loss in income,35-44,income
My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.,62.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.           ,55-64,financial
My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.,62.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.           ,55-64,situation
My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.,62.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.           ,55-64,good
My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.,62.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  My financial situation is not good and i live one disability check to the next monthi check each & every montb not knowing if ill have enough money for bills & food. J pray we get another stimulus check ; especially since i spent what little i had on extra food and supplies due to the corona virus.           ,55-64,live
